ziw_row_id,ziw_scn,ziw_source_start_date,ziw_source_start_timestamp,ziw_target_start_timestamp,ziw_target_start_date,ziw_source_end_date,ziw_source_end_timestamp,ziw_target_end_date,ziw_target_end_timestamp,ziw_active,ziw_is_deleted,ziw_status_flag,c_sk,c_id,c_current_cdemo_sk,c_current_hdemo_sk,c_current_addr_sk,c_first_shipto_date_sk,c_first_sales_date_sk,c_salutation,c_first_name,c_last_name,c_preferred_cust_flag,c_birth_day,c_birth_month,c_birth_year,c_birth_country,c_login,c_email_address,c_last_review_date
eeb03143fd121ae32df6f0bbd270b759,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,100000,AAAAAAAAAKGIBAAA,441077,4582,8487,2449763,2449733,Mrs.,Erica,Parrott,Y,16,7,1939,BELGIUM,NULL,Erica.Parrott@9pnE.com,2452621,
fdb19d3239b45f34c816e80532e1c177,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,99999,AAAAAAAAPJGIBAAA,1641963,292,15421,2452000,2451970,Mr.,Rex,Reyes,N,9,7,1981,GREECE,NULL,Rex.Reyes@saLGsYab.org,2452297,
6cffc259c5f8b882368c5b9ed4fbf85e,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,99998,AAAAAAAAOJGIBAAA,1030893,4338,46583,2452285,2452255,Dr.,Helen,Bateman,N,8,11,1979,UNITED,KINGDOM,NULL,Helen.Bateman@bVJ4ND7frLIIJZX.org,2452541,
a3e372f5c8e9cdbfebe6ecaf482b2d9c,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,99997,AAAAAAAANJGIBAAA,1822151,6135,2919,2450290,2450260,Dr.,Jennifer,Bolton,Y,9,4,1954,BRUNEI,DARUSSALAM,NULL,Jennifer.Bolton@ecidoI.com,2452497,
58be2ff38b4fe395b535ce44df3a9827,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,99996,AAAAAAAAMJGIBAAA,1106140,769,29398,2451524,2451494,Dr.,Larry,Kerr,N,20,9,1959,LITHUANIA,NULL,Larry.Kerr@V6KToJQKDF4a.org,2452300,
c771255052f263548c61fbbed3a20209,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,99995,AAAAAAAALJGIBAAA,1780597,5836,35875,2451106,2451076,Sir,Jacob,Cooper,Y,5,4,1926,BERMUDA,NULL,Jacob.Cooper@HDAnDO.org,2452521,
87d63d89db60c5e3f471af0deb821ace,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,99994,AAAAAAAAKJGIBAAA,1352252,269,18333,2452172,2452142,Sir,Peter,Cowley,Y,19,11,1943,ZIMBABWE,NULL,Peter.Cowley@QEbmzHhGVVCGPQ3MSs.edu,2452615,
866ff297d3cf02d1c19dbde3b5537e4e,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,99993,AAAAAAAAJJGIBAAA,588675,62,35849,2450817,2450787,Mrs.,Catherine,Morgan,N,8,7,1949,NORWAY,NULL,Catherine.Morgan@FYa3eKSzFHOZ7.org,2452360,
c3d14fd4078d06e73f001fd5be775dae,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,99992,AAAAAAAAIJGIBAAA,1682108,3573,9038,2452651,2452621,Mr.,William,Pollack,N,7,3,1965,URUGUAY,NULL,William.Pollack@XTY2.edu,2452621,
1a08e835e8f827b1afc8e8c9d63284ab,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,99991,AAAAAAAAHJGIBAAA,1751246,1477,24908,2452075,2452045,Dr.,Julian,Santiago,Y,6,2,1983,MONACO,NULL,Julian.Santiago@okzz0KglkgZ.edu,2452459,
9ead69697f70fb87041291633c86c255,0,2017-10-13,2017-10-13,06:24:57,2017-10-13,06:24:20,2017-10-13,9999-09-09,9999-09-09,09:09:09,9999-09-09,9999-09-09,09:09:09,true,false,I,99990,AAAAAAAAGJGIBAAA,1602090,5260,30383,2452549,2452519,Ms.,Cheryl,Reagan,N,9,6,1992,ISLE,OF,MAN,NULL,Cheryl.Reagan@sKmjumEOx1SIj.org,2452409,
